duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
1,tcp,http,SF,1320,575,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,17,0.03156969058381931,4.169169031038589e-05,0.056347880155606024,0.08445559893615288,0.8234098541695248,0.17024426161387418,0.09249160178216781,162,115,0.9438840233881161,0.0685565777862325,0.5859543479145745,0.0708194753615026,0.04527909148776477,0.020921850196400082,0.04576906070705406,0.038963911485987435,normal
2,tcp,finger,SF,1864,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0.044228236512263874,0.022102219394416825,0.03894449072026212,0.05213802064412296,0.8275108235149142,0.015635186608939877,0.08046978276476723,217,88,0.7744852422040684,0.04806104656298649,0.562443672555325,0.05927949448321963,0.04865303072856494,0.037484185612097425,0.011679540263439188,0.03915724978872349,normal
282,tcp,telnet,S0,9898,0,0,0,0,6,4,0,4,0,0,2,0,0,0,0,0,0,415,241,0.8846870064741583,0.7713596487982084,0.6433902364046454,0.6334014332027463,0.21787071329788027,0.755409363604105,0.019440734886640488,62,21,0.11814621660206842,0.9472404945859537,0.2723162209753114,0.022729611047194,0.9389603958888422,0.5791440927116871,0.0024328393491713897,0.02183967324396102,smurf
2,tcp,http,SF,612,3259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0.027680328739104712,0.006112940236009179,0.031138274426865564,0.07693404509215888,0.8185446675352733,0.03500797761936236,0.04576855795588136,73,67,0.9072022459129289,0.19037365996349037,0.713568488368691,0.021189834990199566,0.04015796624657816,0.030100548015120507,0.008467561269132546,0.028398838189103687,normal
371,tcp,eco_i,REJ,24570,136,0,0,0,6,3,0,1,0,0,2,0,0,1,0,0,0,465,287,0.7257140403606379,0.8236061020792693,0.7933094380868853,0.6037214934910294,0.23542426693216373,0.8864705051672708,0.05101913972786862,97,17,0.2159667395421095,0.5995846284945693,0.22558241460753478,0.006748152928812557,0.6189944328172436,0.8400290031867095,0.04504929232806004,0.044777597217785674,neptune
0,tcp,http,SF,1548,3437,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0.08959035179758841,0.011660404556851656,0.007199576613846315,0.038991403264354345,0.8511423507203751,0.0477781900468933,0.042864700348780184,221,64,0.7370327061401324,0.06852207623238049,0.5676852298939215,0.013819718803980209,0.018293430704349366,0.003058317224520202,0.025047608369263202,0.0208355635204288,normal
355,icmp,telnet,S0,35677,152,0,0,0,7,3,0,4,0,0,1,0,0,2,0,0,0,237,492,0.939973963162648,0.6638104691558953,0.7240936067715642,0.9877501738249502,0.2999730491081493,0.9571206437637685,0.08181567744020936,116,21,0.04891998781738292,0.6392239591048459,0.09960696902596036,0.08866915579274806,0.6079600067145295,0.7227978803162813,0.0020889857738040254,0.010685360607449373,satan
2,icmp,http,SF,796,3941,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,13,0.07533686139505455,0.06460117239708396,0.05094986051377748,0.08971098439566533,0.9893109776036509,0.17064543505978927,0.06330956327448,119,246,0.7320399468770397,0.16747919796111266,0.5632471844978196,0.030020629103650987,0.02479182105166683,0.015427725612787914,0.025521316765240266,0.044279670626347974,normal
4,tcp,smtp,SF,745,4344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.06853152424192423,0.0032328865844832746,0.03567924125332549,0.04348217234964861,0.9838465392605541,0.18909491514833343,0.045965524349403486,67,157,0.8478226495045695,0.1593195301347703,0.5748339755373457,0.0201368676905498,0.03330473700607996,0.03759999322207473,0.03764744921499672,0.00821207120757388,normal
158,tcp,telnet,RSTO,38952,127,0,1,0,3,1,0,1,0,0,3,0,0,2,0,0,0,510,459,0.7414735106068837,0.860074079741503,0.9120484547470356,0.9393600473773474,0.18131136662960481,0.7818113951911869,0.043137572166923016,112,30,0.18847517964205435,0.6235311730292078,0.08623166324092071,0.08698833829051061,0.989966259029737,0.9751782002506273,0.029048057226040924,0.01269360372922922,smurf
0,tcp,finger,SF,803,1641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.08792382188999776,0.06003263920177168,0.07078013985918528,0.04556968600211837,0.9588077809287658,0.01910082614643891,0.010563380953339353,52,129,0.8779477601696253,0.17174228465274374,0.8126846142311595,0.08063084993068552,0.04923214317485423,0.004760675799630976,0.001432781451001275,0.03307953472827337,normal
297,icmp,telnet,S0,24318,15,0,1,0,3,3,0,4,0,0,1,0,0,2,0,0,0,378,151,0.7285847403680495,0.9352596846675159,0.8293208195420637,0.7362872168768666,0.1592368351585459,0.8787464458278915,0.016530693650700246,104,7,0.1494679176371202,0.7291378361270643,0.03533084580600008,0.09448877541949563,0.8209248885153865,0.9017724624875428,0.031646709576967545,0.029908286610276724,neptune
3,tcp,finger,SF,1826,1574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,24,0.03445048516775469,0.06674289755844626,0.012316058587288948,0.0369424284754481,0.8425626100402803,0.14465766716304077,0.04247571176956018,117,119,0.7523388548698958,0.08627729396341016,0.8757390873895929,0.012654375353301063,0.015693575332802533,0.024338248505391753,0.0008423071303479302,0.005230433750833968,normal
458,icmp,telnet,S0,28021,268,0,1,0,7,1,0,1,0,0,3,0,0,1,0,0,0,471,201,0.758553949126706,0.7636017675173856,0.635086770197721,0.6247404197918359,0.06000754809058225,0.9909305676208527,0.00499215837381668,212,19,0.21419292507921564,0.6834166399083853,0.2525981969938026,0.04374095366962062,0.9648383226727757,0.7573196750751299,0.0022403237238218464,0.029299173684521635,guess_passwd
460,tcp,telnet,S0,35751,220,0,0,0,7,3,0,3,0,0,1,0,0,2,0,0,0,295,282,0.7126960273652557,0.8600358072013865,0.8041666860239824,0.6329740972696307,0.08469933652829918,0.7556906117225477,0.09086987495230624,194,37,0.25457704429750555,0.7142594047160713,0.022140651099187992,0.060086786169361285,0.6068112379358094,0.638651996891517,0.042539178294123056,0.023584976276411346,portsweep
325,tcp,private,REJ,6695,197,0,1,0,7,4,0,3,0,0,2,0,0,0,0,0,0,370,235,0.6616702551224839,0.7933299653071821,0.6620595359603776,0.9781199068074578,0.21398238659068441,0.872339264650691,0.007102054547443637,139,0,0.09325576736720011,0.800894702994098,0.003375233729680438,0.0959672251936908,0.835609504138702,0.7641768817023686,0.032529660079919004,0.014193837531002052,neptune
269,icmp,telnet,S0,13720,269,0,1,0,7,2,0,3,0,0,1,0,0,2,0,0,0,457,171,0.9414797851725794,0.8397615384712288,0.8689874255701965,0.6231070013934766,0.17990781971517095,0.6984302809809314,0.02655211096323137,98,20,0.04822618178512804,0.8409139607117725,0.00796360707028928,0.014800873284012805,0.6200546271258824,0.9352190554404143,0.038991415774577716,0.030688677079878542,satan
332,icmp,eco_i,REJ,13995,210,0,0,0,7,2,0,2,0,0,2,0,0,2,0,0,0,272,216,0.8626290425763279,0.619120758768245,0.6020782107894739,0.8990069184166971,0.05156929724375109,0.865635304639987,0.06177466155148025,201,32,0.13932579721387942,0.753923267530134,0.2113178769675882,0.00873048880023557,0.7618076722460067,0.5200386972901541,0.03440719232253992,0.041131327022533026,neptune
4,tcp,smtp,SF,582,2290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,25,0.020120449812587284,0.07209621638267112,0.05270980891724625,0.02224454173916747,0.8338906359214358,0.07002499165863711,0.02021001047329072,195,237,0.8718165305902037,0.17952999814633164,0.862500606804778,0.0265792750868431,0.014009697568548897,0.0490447995168101,0.015929849569355566,0.039234427638521564,normal
253,tcp,eco_i,S0,25612,142,0,0,0,5,3,0,2,0,0,2,0,0,0,0,0,0,361,204,0.6834453966935861,0.8668083819777574,0.727919164736861,0.9898702795527793,0.13910731197757684,0.7275226608881303,0.038290944584367104,53,4,0.2554448658400859,0.9769606525156853,0.010409727567304216,0.031918304746138514,0.7646715123095995,0.9813274258609694,0.046445836304302886,0.04300682440290256,satan
266,tcp,private,RSTO,31093,47,0,0,0,2,3,0,4,0,0,2,0,0,2,0,0,0,308,215,0.9037489304633634,0.6247445900913159,0.8507169536597317,0.8736806084964268,0.21465004222380799,0.6979744262943202,0.08795656225266552,225,11,0.009523756967622721,0.9873858170295714,0.16991070189868615,0.01976710181811683,0.5299339733246684,0.9066579830115807,0.0341983258169049,0.03979970473431521,satan
2,tcp,smtp,SF,802,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0.022552345828308486,0.041393180817618384,0.08634919175632179,0.04563109796052035,0.8786453319202017,0.035534352397589196,0.09191859438916,50,249,0.7400251511254562,0.1527656724905042,0.7670752041002735,0.06557938491000377,0.015174833659456505,0.002900260190295628,0.034939482805704254,0.00951023820898695,normal
0,tcp,smtp,SF,597,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0.040502672650097785,0.03365436758874231,0.07960670996017168,0.07688172932641589,0.9215715825699782,0.16531595894802065,0.01762221652065158,122,152,0.9477243374317462,0.039198854428084864,0.9301502017353704,0.014816444505179105,0.01008511262012622,0.03210059726552796,0.034698768361929914,0.010907390793651868,normal
1,tcp,finger,SF,1263,3782,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0.09204004729600596,0.065716975842417,0.08780292726865746,0.05345519493545236,0.9859532999254976,0.1193921411081107,0.05277281761259972,51,203,0.9408421161202517,0.09125904526208187,0.8188087331230038,0.04669127271231922,0.016565389623280736,0.005682904249235033,0.016525766430038426,0.012944283132959434,normal
4,tcp,http,SF,298,1409,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,26,13,0.044835775732845876,0.0005599438864240636,0.03270376922533811,0.03835518969340236,0.9898260332153219,0.027862065528306102,0.012083462598579698,173,171,0.808385752486734,0.16079234237260717,0.5740478628726382,0.09776830477298781,0.02077810377221926,0.04111740935270263,0.04442795203510505,0.024983773560963582,normal
4,icmp,http,SF,1527,4326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,29,0.012267346961198411,0.07992163802511802,0.0449457160513994,0.05980800591118203,0.9623934644176967,0.10686932805781013,0.0007949684301122306,226,230,0.9306064455412943,0.06644871147340785,0.61641632108902,0.02455488196226161,0.0006785044444275802,0.048074212221002444,0.03362371468233606,0.013792365742843971,normal
22,icmp,telnet,REJ,30732,61,0,1,0,7,3,0,3,0,0,3,0,0,1,0,0,0,343,201,0.9785764853219835,0.6791975195183495,0.9174792401695717,0.9607069413291903,0.0688767351439415,0.7469456720049397,0.08822170863049728,120,35,0.2182487984973851,0.8398608086420137,0.2194649847414353,0.008841187664357942,0.7880637142697655,0.8463389653117304,0.04835465356952234,0.013521353148304695,satan
443,tcp,telnet,S0,41514,174,0,0,0,2,4,0,4,0,0,1,0,0,1,0,0,0,270,409,0.9497966745380106,0.9820692722523499,0.937284365431397,0.9269104735677346,0.06891284628281408,0.5927283344140164,0.048605952593335236,124,24,0.2524755295794023,0.7372837209034399,0.26647460344330226,0.0206594900032582,0.5372341838123766,0.7348415228921911,0.01382461198747726,0.029941514921902165,satan
0,tcp,finger,SF,1902,2754,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0.046510192846409594,0.06505134021327537,0.07903145097440284,0.0026889640310256203,0.9677765523928576,0.19804815477106164,0.054724699880936395,190,239,0.8353255888475429,0.09072361084012764,0.826745234474042,0.06370303058028788,0.013054863900857812,0.026604049651609885,0.01596525489748421,0.04922022356374082,normal
3,tcp,http,SF,1023,3855,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0.031074026777645692,0.06808225924932079,0.08684994925258765,0.01967698234992146,0.9853877590714454,0.0756775202504803,0.09990594347350251,104,56,0.7453076819894355,0.19287358039448357,0.542080970343918,0.0672642864924813,0.04036292074165179,0.0068591604702176075,0.029329895577789197,0.009166168836500866,normal
409,icmp,telnet,S0,48411,170,0,1,0,4,2,0,4,0,0,2,0,0,1,0,0,0,507,426,0.9449726299811453,0.7808821864848803,0.6944998842818532,0.7488620207109338,0.13257978299068174,0.7256190258905713,0.027106014808587098,65,1,0.24373566089913484,0.8514456637831681,0.2728613734091975,0.006804631835833331,0.6544876542294111,0.6620115278620503,0.04577592573771301,0.021181635340276873,satan
6,tcp,eco_i,S0,41619,275,0,0,0,3,4,0,1,0,0,3,0,0,2,0,0,0,499,340,0.7398115344695961,0.9610243861597433,0.888607894365622,0.7479397222220012,0.11689942588847049,0.5005698690450321,0.09410103377188257,229,37,0.15348948149940725,0.851151163239514,0.2829575341286568,0.045474549012861604,0.5144969084051579,0.5918126078134318,0.013446464059600649,0.02778345073869023,guess_passwd
121,icmp,telnet,S0,44626,145,0,1,0,5,2,0,2,0,0,2,0,0,2,0,0,0,208,393,0.6937162705821112,0.6005660593317032,0.7282192231647524,0.7405663463582801,0.15676772153704746,0.6964231238710747,0.021687730702224597,81,4,0.2885261298047962,0.4936741214005542,0.2626476687425288,0.06692130326475308,0.5644632703735011,0.8643239907270142,0.0242863166168538,0.006459713903018205,neptune
0,tcp,finger,SF,822,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0.08758166328973778,0.04986678334288609,0.008148398013846637,0.07355653719592323,0.8400988304872312,0.1410906441878929,0.04384175768663881,66,200,0.7151513095572551,0.05106169499520877,0.8989656567678097,0.06636185651121598,0.04750196038278954,0.008578638777497066,0.013267270787287334,0.03969617491735006,normal
3,tcp,smtp,SF,1422,3984,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0.050614815564059515,0.019514422053831505,0.02669717853461734,0.09254488677038575,0.9450809020705236,0.12967053314192914,0.07244718330730275,222,171,0.9006624443898904,0.043334342858928614,0.9919227974624298,0.06344667611590807,0.013661085072708351,0.01491514614597752,0.015241541211441868,0.013872961688527941,normal
8,tcp,telnet,S0,44699,218,0,1,0,6,2,0,1,0,0,2,0,0,1,0,0,0,305,251,0.6156453914592807,0.941338189973837,0.7541249943352137,0.9772456469182962,0.2092843693689908,0.6169564930194258,0.08016222875906581,141,21,0.16748721160383775,0.45412973253866923,0.1967334717246711,0.0029650662919803563,0.5801973878760884,0.6070911235275274,0.02771598373266981,0.009089655777194172,smurf
0,udp,http,SF,475,4463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,27,0.06817893419696484,0.03178400337341488,0.05000677268066126,0.005522577635524728,0.9152896039440445,0.19169556281869116,0.03576779333770224,232,58,0.7196450193983165,0.16378202816401108,0.6983292761010654,0.06145304926431803,0.021691377024784693,0.028323144565708027,0.03270767868666254,0.034931896936392585,normal
2,tcp,http,SF,928,2302,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.012816227064571051,0.018428706223489022,0.04618127344629326,0.020685236170151534,0.9049149666542669,0.1060279203460888,0.07455703960009395,234,98,0.7204020070958659,0.03612446384489796,0.9334555451880588,0.06777075596130526,0.01118832898955528,0.015750186027383102,0.02426713892463749,0.02761692047745929,normal
2,tcp,finger,SF,1548,2686,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28,3,0.016663614302847442,0.07528858036578309,0.08774625257433229,0.061087278890344855,0.8051955119893122,0.16581037832456363,0.020670399959602983,160,188,0.9905699253935469,0.1134573811189486,0.9429476297700649,0.02473352067173882,0.012099463655226168,0.043992451807195194,0.049810309079721726,0.0035352559448242394,normal
3,tcp,smtp,SF,1090,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,0.011670369167885941,0.06730262637118271,0.09852959232362493,0.018420771426073203,0.8253732235603676,0.013510686346533985,0.005175567238779011,114,209,0.8955943645178568,0.07321055534992171,0.579230756362134,0.03789312726644106,0.020161137137468255,0.007580692688673624,0.030535862023480714,0.015894441433678942,normal
206,tcp,eco_i,S0,30819,142,0,1,0,5,1,0,2,0,0,1,0,0,2,0,0,0,234,333,0.854981713415321,0.9006335086898432,0.7166929360238982,0.8259152284151329,0.17740905724680817,0.7656974095161221,0.0747222097878956,173,8,0.1468272204703283,0.8611543383930433,0.10347272183285193,0.09404713000370657,0.5175789372437931,0.7417570482001834,0.019756614047009104,0.015968208290222847,guess_passwd
4,tcp,http,SF,1310,2023,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,13,0.033288262541404656,0.0848615496290637,0.014036100145675846,0.03394252489533416,0.9474043824651066,0.1856115191971137,0.038808235011371234,69,136,0.9883207878774598,0.16684703696580847,0.7831256317674056,0.03082401723280184,0.04197631801279336,0.04177395769001562,0.03699825967721667,0.0024450339561637394,normal
1,udp,finger,SF,455,4292,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0.04166694109625484,0.01292510889476195,0.03280782204074197,0.006518445795863071,0.8231042387351876,0.08981862727223755,0.06126214787935487,233,239,0.9768195048310209,0.02067080922580329,0.5386720011278895,0.09690789782144965,0.048202071484674806,0.011898579785687547,0.004496214505718343,0.01395675508060334,normal
314,icmp,eco_i,RSTO,39533,88,0,1,0,2,1,0,2,0,0,1,0,0,0,0,0,0,407,372,0.910257375331842,0.9938894088225586,0.9952997106123895,0.7169624178497529,0.1879993647290785,0.5034494188967956,0.0645937361744546,207,16,0.05188811609225421,0.5779474440326136,0.11156984276158695,0.09786139557672914,0.8382346669257597,0.5502198367053072,0.038111845493669895,0.007258863739375315,guess_passwd
2,tcp,http,SF,185,952,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,21,0.06584334261832758,0.08332450388013245,0.06606588151171319,0.05373520809075544,0.9025645682401855,0.03774235961422867,0.08497198158986585,63,233,0.74179757782141,0.0202412254880481,0.5667492095615856,0.02252850437077768,0.013649256242915398,0.04159320905582498,0.03091055628325558,0.04481253613043156,normal
0,tcp,http,SF,100,4200,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,24,0.06459475709168853,0.028990662821547577,0.055003745271109905,0.046301534973632964,0.9785245419618938,0.08328103096825945,0.01343285458188941,254,107,0.7159752005419415,0.06547684017614921,0.7032799174050677,0.04646359499442313,0.013348217216771041,0.042980806312915724,0.03255500083506115,0.023276928299478906,normal
3,udp,smtp,SF,1721,4031,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,27,0.03499992327079726,0.05253869328518468,0.09689124835222857,0.027679274397464572,0.9956909660957008,0.03572572378924845,0.011995563131168242,201,205,0.7683596737929731,0.04931610561594529,0.6392955067974263,0.0066462305138005225,0.021426480865482718,0.02204231538781224,0.02910385532370119,0.007263109486171759,normal
0,udp,http,SF,1438,4217,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,0.01216902873740895,0.07994657824269527,0.020875548899907028,0.09545248613841384,0.965775778375257,0.09819596766765591,0.012666135391104161,128,193,0.7070984060602793,0.13100405891923392,0.6034252041677961,0.044147605389663794,0.022472659714294366,0.01661170754812973,0.00851154432995997,0.04435469119441732,normal
291,tcp,eco_i,S0,43957,24,0,1,0,4,3,0,4,0,0,3,0,0,1,0,0,0,345,273,0.6551699633138323,0.7645021397106284,0.7434359697915902,0.7071019002363925,0.10912135809414827,0.6263083485709252,0.003435728396859972,209,12,0.04935602490173004,0.5134134663743449,0.14862400873051979,0.09503025160361454,0.52058953467683,0.9904105734091766,0.032926056497435616,0.022114109609738197,guess_passwd
219,icmp,eco_i,S0,35203,243,0,1,0,5,4,0,4,0,0,2,0,0,1,0,0,0,200,422,0.8746854375023723,0.9703707126466292,0.8866674365579275,0.9694589499094688,0.24810598086425742,0.6500218668378135,0.05293314219542253,92,20,0.04868168141197675,0.7253499971568942,0.21744849985549927,0.05987654267602055,0.9829138456041322,0.8712544929057108,0.032229065589987185,0.03407254210722228,satan
100,icmp,private,S0,37199,30,0,1,0,4,3,0,2,0,0,3,0,0,2,0,0,0,490,154,0.6392469707671737,0.9974630769529936,0.6935935247758127,0.6466345655680379,0.28037143700281314,0.7596499290690252,0.07026430761868001,235,1,0.2643124536745805,0.703614903738121,0.14783686106408947,0.06443469609477989,0.9101351918447131,0.9928545377035998,0.03494783033260222,0.011723648735160519,smurf
4,tcp,finger,SF,1995,3014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0.06020878260016921,0.0655373450046628,0.07987287392284881,0.09644537107931075,0.9533696385815912,0.023658724493120144,0.07495666625861319,223,229,0.7688021885306517,0.047183152498923554,0.6169096371305389,0.013410759650791238,0.00012307417122796595,0.015631618628996903,0.013818673237202407,0.014128239766719793,normal
482,icmp,eco_i,S0,36016,266,0,0,0,2,2,0,2,0,0,2,0,0,1,0,0,0,433,348,0.9261539985114235,0.6103292179929103,0.6116707027802767,0.711558765855448,0.24664422677642822,0.6475892002321357,0.0873250932634735,187,29,0.17575955565560913,0.4056414467218257,0.10452367301817458,0.04485386819113535,0.7132013159203695,0.9144209419183705,0.012356547411037528,0.028977717780384795,smurf
404,tcp,private,S0,7687,297,0,1,0,5,1,0,2,0,0,1,0,0,0,0,0,0,225,395,0.970155198786633,0.9355179031229283,0.7531275966158462,0.8581658083466448,0.11019988815636,0.8057597281092672,0.0012481678219650738,198,35,0.24866137314826758,0.7598832364924157,0.15127853382804482,0.027514379708076,0.8801626631817674,0.9081337901552033,0.0348121214661641,0.01647239736860954,smurf
4,tcp,smtp,SF,1633,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0.017455238357527127,0.01860043703327412,0.06319589765938644,0.06422976865257292,0.9948194449892406,0.07045584592535022,0.04864712706366821,114,221,0.7265022459668911,0.18152491550389666,0.7672907337336281,0.052152637895212295,0.02857745073892249,0.039027251601943085,0.011272179528738546,0.03272392545969255,normal
488,icmp,eco_i,RSTO,42552,287,0,0,0,5,4,0,1,0,0,3,0,0,0,0,0,0,223,495,0.9296433364827767,0.8333206903018755,0.9543862415950887,0.86611350598564,0.25178170992062343,0.9395841009201717,0.09094746124941654,115,2,0.2349141196524612,0.7531641423219044,0.26682393587627456,0.04462165419215778,0.5981586093305254,0.6901501962743306,0.01610610369952357,0.029676568196551054,portsweep
213,icmp,eco_i,RSTO,24606,271,0,0,0,4,2,0,3,0,0,2,0,0,2,0,0,0,451,287,0.8793159541660742,0.9674486556542661,0.7094999999987144,0.8731629451514644,0.16129869716891054,0.8135651091741127,0.04036880612240164,71,20,0.28726712948623273,0.8794631287232609,0.23417617110537056,0.026759147585953637,0.7125308206151411,0.7361291510068013,0.0023987042356049485,0.04904990301698915,portsweep
26,tcp,eco_i,S0,5086,251,0,0,0,7,4,0,2,0,0,3,0,0,1,0,0,0,217,212,0.6626740282456328,0.8249663473289044,0.932031264026622,0.6364991870297572,0.2734002339592288,0.8870074775198002,0.0319835617543496,95,33,0.2220004547009548,0.6864656468647874,0.25535665875318964,0.0578276448121984,0.8548314887029156,0.738789338971813,0.025458828794367207,0.04834078349054699,smurf
380,tcp,private,REJ,15455,256,0,1,0,7,2,0,1,0,0,2,0,0,2,0,0,0,292,219,0.7982924357086192,0.8936346509593823,0.8380757374535,0.6588109807192845,0.10356433492753984,0.6990321856511427,0.0642794287991708,170,25,0.0707751396588617,0.8522212568980675,0.2659703686142901,0.08247695110482386,0.8989302868930864,0.651060848679781,0.008532425701002716,0.04950856939041635,guess_passwd
2,tcp,smtp,SF,815,4516,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,23,0.08845149873666747,0.08117740782411575,0.05056558896402157,0.05742714699195859,0.8167001830851857,0.06568562069095055,0.07074797624354177,154,135,0.865865786431705,0.1545737922695604,0.9271777777704227,0.0567829206341983,0.042264295732247985,0.024917220161938276,0.02944285352804384,0.0021603840208216265,normal
316,icmp,eco_i,S0,22502,87,0,1,0,6,3,0,3,0,0,3,0,0,1,0,0,0,237,448,0.8176191243492813,0.8387847203012291,0.8453033914125521,0.772650288150346,0.11207627717501252,0.7416805871157992,0.06395972693547712,114,19,0.18212569189047034,0.8693382108546259,0.24958057754215157,0.09070560666400941,0.8051865558190245,0.7783193179213874,0.018735910365257714,0.02947974997668378,smurf
2,icmp,smtp,SF,335,719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0.0837210214861655,0.07468576231363655,0.051001618235343965,0.02827507059853085,0.9184557049644039,0.0013991883618746038,0.0927896593814353,122,104,0.941376842087243,0.14641778128941313,0.5705199223414226,0.09904456183130278,0.030804908658105673,0.019164675650794757,0.03165998823074704,0.030431291261492573,normal
29,tcp,eco_i,S0,17631,174,0,1,0,3,4,0,4,0,0,1,0,0,2,0,0,0,290,181,0.7842472096011275,0.7627002464760559,0.8062033219004681,0.6891523014624836,0.23602169939333367,0.5926005408106201,0.023124626711987364,132,29,0.10942177090035593,0.5465692694387957,0.06609681416486435,0.011588407804309676,0.8344042021491853,0.9019924739929022,0.002321203007680711,0.0003584551430313943,portsweep
2,tcp,smtp,SF,1318,1489,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,10,0.09575924341941718,0.03686217310426012,0.038066292770164094,0.011090838506346923,0.8945000176560839,0.0672934831753454,0.018103687777325708,89,79,0.7275180328466078,0.03893899817916793,0.5501100188729723,0.07855035569753578,0.022531779505685558,0.04425488035615302,0.0009755132667702171,0.028679651205949126,normal
214,icmp,telnet,S0,48383,195,0,1,0,6,3,0,3,0,0,1,0,0,0,0,0,0,287,379,0.7579254270073221,0.9558291067142506,0.9603482260985192,0.6831748524466801,0.09550517761796647,0.9154456672133179,0.09897563706854468,224,27,0.04609023263355507,0.9538609736131027,0.027528625546846573,0.024203664074126042,0.6496216844205498,0.7348791328199988,0.019752021429534545,0.03579994685328503,neptune
2,icmp,http,SF,1323,3146,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.002592622809094414,0.09079331228185929,0.09688137242631573,0.06549353268423558,0.8038433609113225,0.013184277803131384,0.02810474143872277,210,171,0.8871401084276416,0.10004150556154189,0.608248081353211,0.0615743145528579,0.03935376860647105,0.03275065908009627,0.0016725455704140635,0.005195791204411543,normal
4,tcp,finger,SF,1955,2089,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,14,0.05834935514695763,0.03882586950124513,0.055552290710583534,0.030534594922873595,0.883012160323229,0.01310552675296004,0.060820851130695235,183,90,0.9550053636441869,0.1403950404414961,0.8158670579163028,0.08036765068866004,0.04418517600353661,0.044543429861862056,0.03434084959811957,0.024840223325432804,normal
0,tcp,smtp,SF,1894,4807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0.027713031234139374,0.07292409788431715,0.08957944968462817,0.04393822325679943,0.9467043175551993,0.0848995781382212,0.09651168616279841,114,113,0.76527261452243,0.1229244359633122,0.9982671189628431,0.05181849401446684,0.021376570732370988,0.02640076402060812,0.034762792651467096,0.025267850151756883,normal
48,tcp,telnet,RSTO,43954,288,0,0,0,7,3,0,4,0,0,2,0,0,1,0,0,0,460,246,0.6831405456278572,0.7041687327002402,0.9762588542129567,0.7222765579267543,0.09299702643866155,0.6904876684947123,0.054170140482253375,202,28,0.11127480544147778,0.8780518719976267,0.18771080415108515,0.058523999769252155,0.5629388436341546,0.6646389192352982,0.04891525569288959,0.035644036326165564,portsweep
